Ticker,Sector,Industry,RS (%),1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,RS Rank (P),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
CFLT,Technology,Software—Infrastructure,-23.24,-28.99,-31.63,-11.09,-10.37,-24.77,29.09,22.23,20.75,25.47,1.09,38.31,-1.18,12.29,2.777,
FL,Consumer Cyclical,Apparel Retail,-23.25,-18.88,-5.81,-19.21,-21.79,-13.09,29.07,22.99,28.19,25.61,1.04,-181.33,-3.88,-3.57,86.173,
PRVA,Healthcare,Health Information Services,-23.26,-22.96,-16.48,-32.29,-31.68,-22.63,29.05,17.55,18.95,18.47,1.28,24.62,0.12,3.38,14.323,146.25
BFRG,Healthcare,Health Information Services,-23.27,-23.32,-29.11,-58.0,-24.34,-26.64,29.03,2.7,2.58,2.69,0.81,46.08,-0.84,-162499999999996.3,0.009,
AFYA,Consumer Defensive,Education & Training Services,-23.28,-19.55,-19.52,-18.79,-5.79,27.97,29.01,16.27,16.96,17.46,1.11,37.87,1.09,9.11,34.119,14.93
ADAP,Healthcare,Biotechnology,-23.34,-15.44,3.02,14.95,26.03,-21.66,28.99,0.87,1.05,1.13,0.71,632.95,-0.36,266.29,0.595,
SBT,Financial Services,Banks—Regional,-23.37,-27.23,-4.93,-19.94,-22.48,-14.31,28.97,4.65,5.25,5.17,0.84,19.52,0.13,-0.37,1.378,35.77
JWEL,Consumer Cyclical,Internet Retail,-23.39,-20.49,-47.33,-29.22,-59.27,-56.91,28.94,1.59,1.41,1.5,1.2,,-5.38,,74.741,
IMXI,Technology,Software—Infrastructure,-23.39,-23.42,-17.18,-13.84,-7.59,-11.38,28.94,17.65,17.9,20.05,0.64,32.95,1.68,6.71,19.548,10.51
HRZN,Financial Services,Asset Management,-23.4,-22.17,-16.32,-14.96,-20.01,2.79,28.92,10.46,10.92,11.46,1.47,-111.75,-0.76,-87.18,3.237,
GPN,Industrials,Specialty Business Services,-23.45,-24.67,-14.88,-30.39,-6.4,4.07,28.9,100.61,106.18,107.77,1.09,40.45,5.45,7.5,38.357,18.46
GH,Healthcare,Diagnostics & Research,-23.46,-20.67,-12.83,-6.85,-44.97,-20.25,28.87,21.4,25.36,25.09,0.79,54.68,-4.11,13.81,5.358,
NICE,Technology,Software—Application,-23.46,-22.92,-25.25,-26.52,5.32,-10.54,28.87,171.09,168.94,189.96,1.16,49.43,6.01,7.99,1.60828,28.47
MAPS,Technology,Software—Application,-23.5,-21.09,-20.4,-16.41,13.4,-26.22,28.84,0.86,0.96,1.04,0.47,932.95,-0.08,6.03,1.942,
FBYD,Industrials,Conglomerates,-23.51,-21.62,-12.41,-28.11,-18.9,-14.5,28.82,9.75,10.26,10.22,0.55,285.05,-1.55,-3.6014999999999988e+16,0.7,
OESX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-23.52,-21.94,-22.57,-17.7,-38.45,-40.55,28.8,0.84,0.87,0.96,3.54,20.01,-0.27,-12.94,2.853,
VALE,Basic Materials,Other Industrial Metals & Mining,-23.54,-20.79,-28.12,-25.13,-25.75,-5.29,28.77,11.08,10.68,11.42,1.16,47.88,2.25,-2.08,48.912,4.92
SCNX,Healthcare,Pharmaceutical Retailers,-23.54,-25.26,-28.46,78.52,4.74,-31.78,28.77,7.24,7.36,9.01,0.22,-501.28,-24.38,-5817.95,7.171,
MUR,Energy,Oil & Gas E&P,-23.55,-23.23,-24.59,-19.57,3.2,-7.67,28.73,35.91,36.0,40.48,1.06,18.96,3.82,-2.17,22.104,9.4
ZIP,Industrials,Staffing & Employment Services,-23.55,-24.56,-27.28,-41.32,-33.22,-19.9,28.73,9.79,9.25,9.63,0.74,16.88,0.28,-4.96,5.421,34.96
THTX,Healthcare,Biotechnology,-23.56,-27.05,-25.89,-24.37,-41.17,-25.28,28.7,1.25,1.29,1.34,3.8,415.31,-0.04,10.91,1.865,
EMBC,Healthcare,Medical Instruments & Supplies,-23.58,-19.29,-4.97,-36.98,-42.32,-26.62,28.68,12.82,14.74,13.33,1.43,12.95,1.2,1.04,19.438,10.68
DOOO,Consumer Cyclical,Recreational Vehicles,-23.59,-22.39,-15.76,-23.3,-13.68,-16.65,28.67,58.41,64.49,66.27,1.04,-192.05,2.41,-18.91,120.205,24.24
ALT,Healthcare,Biotechnology,-23.62,-23.14,-15.76,-5.97,46.81,73.05,28.65,6.3,6.72,7.14,0.85,36.17,-1.63,-1941.3,0.006,
BBIO,Healthcare,Biotechnology,-23.64,-25.17,-5.29,-26.56,-8.43,60.25,28.62,25.9,26.17,26.99,1.05,101.54,-2.64,-2423.1,1.245,
AXTI,Technology,Semiconductor Equipment & Materials,-23.64,-24.53,-27.68,-2.35,-6.08,-29.86,28.62,2.58,2.53,3.18,1.94,132.95,-0.31,30.04,2.061,
RPD,Technology,Software—Infrastructure,-23.7,-26.46,-32.99,-26.22,-14.85,-0.7,28.58,40.71,37.14,40.15,0.83,277.18,-0.78,5.5,13.231,
GSM,Basic Materials,Other Industrial Metals & Mining,-23.7,-22.67,-26.62,-7.5,-12.57,16.42,28.58,4.53,4.44,5.09,0.82,132.95,0.32,14.0,8.675,14.16
CPS,Consumer Cyclical,Auto Parts,-23.71,-22.4,-17.45,-35.1,-6.23,9.24,28.54,13.24,14.04,14.2,1.79,14.85,-8.65,0.88,159.952,
EW,Healthcare,Medical Devices,-23.71,-26.28,-21.87,-0.76,0.67,-15.64,28.54,68.13,67.68,80.3,0.92,33.36,2.54,-4.52,10.272,26.82
STRR,Healthcare,Diagnostics & Research,-23.74,-21.23,-15.96,-27.97,-18.71,-6.1,28.51,4.0,4.22,4.34,1.61,-4.84,-2.07,18.09,14.765,
TCI,Real Estate,Real Estate Services,-23.77,-24.67,-21.52,-26.34,-10.76,-5.02,28.49,28.12,28.73,29.96,1.27,-72.93,0.69,-1.53,5.85,40.75
SWBI,Industrials,Aerospace & Defense,-23.78,-23.24,-19.61,-15.38,15.84,-1.11,28.46,12.81,13.76,15.33,0.78,-182.05,0.74,-40.62,11.178,17.31
ICHR,Technology,Semiconductor Equipment & Materials,-23.78,-19.97,-26.48,0.59,0.34,-6.23,28.46,29.66,29.9,34.96,1.26,134.62,-1.2,4.7,26.332,
SXC,Basic Materials,Coking Coal,-23.8,-25.65,-25.69,-14.63,4.68,11.34,28.42,8.67,8.54,9.79,0.54,69.94,0.74,-2.38,23.561,11.72
NEO,Healthcare,Diagnostics & Research,-23.8,-20.9,-3.69,-23.07,-17.64,-8.49,28.42,13.53,15.66,14.87,2.02,47.95,-0.62,8.43,4.985,
HAL,Energy,Oil & Gas Equipment & Services,-23.82,-23.25,-28.24,-24.41,-1.29,-9.68,28.4,30.82,30.17,34.15,0.86,38.91,3.01,4.35,26.016,10.24
ODV,Basic Materials,Gold,-23.83,-22.75,-24.07,-34.85,-37.5,-35.92,28.38,2.07,2.11,2.12,1.12,-95.62,-1.6,-102.67,0.258,
VLRS,Industrials,Airlines,-23.84,-24.2,-25.43,-35.25,-29.4,-23.1,28.36,6.29,6.09,6.87,0.56,-158.71,1.01,-7.91,28.13,6.23
RLJ,Real Estate,REIT—Hotel & Motel,-23.86,-21.21,-21.01,-24.54,-4.22,0.94,28.34,9.15,9.34,9.99,1.13,240.65,0.26,13.43,8.776,35.19
VRN,Energy,Oil & Gas E&P,-23.88,-21.9,-22.74,-11.95,3.97,-13.57,28.32,6.46,6.72,7.68,1.78,302.6,0.42,12.59,6.595,15.38
AUDC,Technology,Communication Equipment,-23.89,-23.72,-19.5,-13.55,2.1,-10.21,28.29,9.55,10.01,10.58,1.62,39.62,0.44,1.91,8.035,21.7
CSBR,Healthcare,Biotechnology,-23.89,-19.77,-26.99,-23.27,-26.41,3.41,28.29,4.54,4.59,4.82,0.11,273.3,-0.26,5.51,3.807,
SWAG,Communication Services,Advertising Agencies,-23.9,-21.99,-15.76,-25.76,-15.78,2.93,28.26,1.12,1.18,1.19,1.06,500000032.95,,26.73,4.098,
GLMD,Healthcare,Biotechnology,-23.91,-16.94,-39.66,-47.61,-72.49,-62.64,28.24,3.85,4.55,4.28,0.06,55.87,-10.44,3.7,,
BBGI,Communication Services,Broadcasting,-23.92,-22.83,-27.46,-36.4,-27.06,-10.88,28.21,12.72,12.03,13.1,1.59,5057.29,-41.0,4.6,159.637,
GDEN,Consumer Cyclical,Resorts & Casinos,-23.92,-19.59,-14.51,-30.3,-18.79,-9.25,28.21,29.61,31.2,31.53,1.1,-18323.29,8.93,-22.2,28.868,3.32
TLPH,Healthcare,Drug Manufacturers—Specialty & Generic,-23.94,-24.16,2.0,-10.44,17.51,-28.29,28.18,0.79,0.9,0.97,0.49,15.31,-0.63,-994999999999996.4,0.018,
TLRY,Healthcare,Drug Manufacturers—Specialty & Generic,-23.99,-21.08,-23.66,-27.35,8.49,-9.86,28.16,1.63,1.75,1.86,1.48,101.7,-0.27,10.59,1.03,
SOND,Consumer Cyclical,Lodging,-24.02,-4.56,26.06,-40.38,-54.95,-78.08,28.14,3.68,4.68,4.07,0.1,34.15,-27.04,12.01,55.068,
CARS,Consumer Cyclical,Auto & Truck Dealerships,-24.03,-23.37,-11.8,-11.24,-18.93,-14.55,28.12,15.65,17.14,18.02,0.92,111.9,0.37,3.9,10.701,42.3
KFRC,Industrials,Staffing & Employment Services,-24.17,-22.51,-11.32,-17.63,-5.58,-5.85,28.1,56.09,62.11,63.61,2.05,43.41,2.69,2.33,76.668,20.85
NKE,Consumer Cyclical,Footwear & Accessories,-24.17,-23.93,-22.95,-35.39,-27.22,-16.83,28.1,82.15,82.49,85.83,0.99,7.95,3.49,-4.19,33.122,23.54
YELP,Communication Services,Internet Content & Information,-24.18,-23.28,-22.91,-24.43,-11.83,10.27,28.07,34.26,34.35,36.57,0.67,44.4,1.89,6.94,20.093,18.13
BANL,Energy,Oil & Gas Midstream,-24.21,4.75,-42.46,-51.56,-67.86,-65.81,28.05,0.98,0.83,0.92,0.78,,-0.06,,20.847,
IGT,Consumer Cyclical,Gambling,-24.22,-23.01,-19.11,-34.75,-34.35,-17.21,28.03,20.38,21.6,21.03,1.19,-49.19,1.04,1.03,21.496,19.6
CYCN,Healthcare,Biotechnology,-24.23,-27.81,-11.4,-43.43,-20.65,-44.0,28.01,2.55,2.75,2.91,2.2,-218.23,-4.29,3.7,,
URGN,Healthcare,Biotechnology,-24.24,-23.23,-17.44,-9.77,-16.12,2.17,27.99,12.6,13.56,14.54,2.28,25.42,-3.09,6.5,2.45,
ELTK,Technology,Electronic Components,-24.29,-23.29,-15.49,-28.81,-10.97,71.83,27.96,10.43,10.57,10.55,1.07,-85.23,0.96,-7.21,7.435,10.86
CENTA,Consumer Defensive,Packaged Foods,-24.29,-24.89,-10.5,-18.08,-3.28,1.66,27.96,29.43,32.5,34.44,1.27,153.15,2.17,25.16,62.57,13.56
SVRA,Healthcare,Biotechnology,-24.31,-22.64,-5.92,-8.44,13.2,30.5,27.93,3.77,4.19,4.37,0.77,22.61,-0.42,3.7,,
OIS,Energy,Oil & Gas Equipment & Services,-24.32,-21.47,-29.05,-44.87,-21.64,-21.69,27.9,4.9,4.91,4.86,1.04,399.62,-0.03,2.27,12.093,
TALO,Energy,Oil & Gas E&P,-24.32,-22.98,-24.8,-29.17,-13.04,-18.31,27.9,11.07,11.26,11.96,0.64,499.02,0.07,29.42,11.821,158.14
ATS,Industrials,Specialty Industrial Machinery,-24.35,-24.24,-35.38,-29.75,-31.36,-9.59,27.87,30.01,27.76,30.74,0.89,6.1,1.34,-1.25,30.129,22.4
CWCO,Utilities,Utilities—Regulated Water,-24.36,-24.84,-22.72,-24.22,-15.73,28.89,27.85,25.21,26.07,26.57,0.93,96.89,1.9,-31.22,11.101,13.27
PRLB,Industrials,Metal Fabrication,-24.39,-23.06,-20.48,-18.65,-8.46,4.61,27.84,28.44,29.3,31.11,0.81,-1.77,0.95,2.41,19.804,29.94
LKQ,Consumer Cyclical,Auto Parts,-24.41,-24.01,-20.62,-26.22,-12.51,-18.64,27.82,39.04,40.33,43.27,1.3,35.52,2.75,6.28,54.254,14.2
NEUE,Healthcare,Healthcare Plans,-24.43,-32.65,-32.94,-43.66,-42.5,-48.21,27.8,5.85,5.22,5.64,1.83,290.41,-61.9,-10.62,128.001,
GYRE,Healthcare,Biotechnology,-24.45,-21.44,-21.13,-19.75,37.64,190.14,27.77,13.19,12.74,13.6,0.48,18.27,-1.01,-2.01,1.464,
GPCR,Healthcare,Biotechnology,-24.45,-15.86,-24.79,-25.23,-10.63,6.68,27.77,38.32,39.16,39.85,1.23,41.29,-2.19,3.7,,
ZVIA,Consumer Defensive,Beverages—Non-Alcoholic,-24.46,-30.13,-36.02,-69.67,-64.65,-47.37,27.74,1.16,1.08,0.95,0.71,57.95,-1.321,4.69,2.944,
TLK,Communication Services,Telecom Services,-24.47,-25.04,-19.38,-31.74,-27.05,-9.78,27.72,18.84,19.39,19.39,0.72,31.8,1.5,8.26,76229.85,12.56
WST,Healthcare,Medical Instruments & Supplies,-24.51,-24.09,-22.09,-23.72,-6.27,-10.93,27.7,294.91,301.31,330.53,2.17,16.01,7.02,1.26,39.009,42.01
IPGP,Technology,Semiconductor Equipment & Materials,-24.52,-25.61,-36.11,-25.07,-28.58,-16.33,27.68,75.63,69.93,80.64,0.97,-34.82,3.03,-15.68,24.046,24.96
TBLA,Communication Services,Internet Content & Information,-24.53,-25.57,-26.27,-26.88,5.79,16.96,27.64,3.34,3.29,3.68,1.08,520.45,-0.15,9.27,4.673,
BRID,Consumer Defensive,Packaged Foods,-24.53,-24.23,-10.44,-20.9,-12.86,-10.26,27.64,8.98,9.8,10.14,0.39,-27.05,-0.11,1.85,25.53,
BOOM,Industrials,Conglomerates,-24.53,-25.76,-40.03,-34.39,-12.77,-18.92,27.64,13.47,12.18,14.06,0.88,-892.05,0.64,3.77,34.939,21.05
IMOS,Technology,Semiconductors,-24.55,-22.59,-23.62,-12.62,4.64,0.25,27.6,22.65,22.97,25.95,0.61,0.0,1.51,,619.74,15.0
TCRX,Healthcare,Biotechnology,-24.56,-21.84,-14.71,-6.07,52.71,72.91,27.58,5.39,5.57,6.85,0.89,32.95,-0.65,-465.33,0.23,
RWAY,Financial Services,Credit Services,-24.58,-24.37,-22.19,-19.9,-13.66,-5.1,27.56,10.39,10.45,11.5,0.59,43.48,0.75,-6.95,3.916,13.85
ULTA,Consumer Cyclical,Specialty Retail,-24.58,-21.86,-21.67,-23.98,-15.96,-7.4,27.56,370.58,373.52,396.94,0.93,15.24,24.9,-7.21,234.543,14.88
DAN,Consumer Cyclical,Auto Parts,-24.61,-23.07,-27.99,-28.3,-23.8,-17.77,27.53,10.78,10.62,11.94,1.67,257.95,-0.01,6.67,73.453,
RGEN,Healthcare,Medical Instruments & Supplies,-24.62,-25.46,-17.12,-37.81,-9.39,-4.95,27.51,138.82,146.19,150.7,0.75,932.95,-0.03,6.01,10.792,
UPWK,Communication Services,Internet Content & Information,-24.67,-21.41,-28.64,-25.96,-13.35,10.42,27.49,10.44,10.11,10.95,0.79,54.38,0.54,7.57,5.512,19.33
GNE,Utilities,Utilities—Regulated Electric,-24.69,-24.03,-18.83,-28.62,-24.44,52.22,27.47,16.0,16.42,15.75,1.05,20.45,0.28,-15.86,16.823,57.14
MYRG,Industrials,Engineering & Construction,-24.71,-33.38,-41.96,-20.98,11.35,-0.52,27.45,118.28,101.91,134.98,1.45,-190.44,2.92,-4.52,214.626,40.51
ICL,Basic Materials,Agricultural Inputs,-24.72,-22.63,-21.59,-28.57,-20.49,-24.37,27.43,4.05,4.19,4.51,0.87,42.04,0.33,3.25,5.458,12.27
TM,Consumer Cyclical,Auto Manufacturers,-24.73,-21.71,-19.66,-10.39,16.43,6.94,27.41,174.06,179.97,204.33,1.03,33.47,24.75,5.78,2148.9143,7.03
ALGN,Healthcare,Medical Instruments & Supplies,-24.74,-18.01,-23.2,-26.82,-7.23,-19.42,27.37,222.04,236.24,258.7,1.34,17.52,5.88,8.04,52.116,37.76
MBOT,Healthcare,Medical Instruments & Supplies,-24.74,-31.11,-33.0,-35.36,-36.35,-39.3,27.37,0.98,0.94,1.0,1.39,41.78,-0.78,3.7,,
MDB,Technology,Software—Infrastructure,-24.74,-31.65,-25.51,-37.61,-13.68,5.4,27.37,292.86,270.25,290.16,1.3,34.98,-3.02,8.8,25.057,
UEIC,Technology,Consumer Electronics,-24.77,-21.93,-13.3,2.45,-2.48,-26.31,27.33,8.23,8.96,10.47,0.99,65.89,-3.33,-3.28,29.986,
DAIO,Technology,Electronic Components,-24.8,-28.47,-30.51,-28.02,-14.1,-33.02,27.31,2.58,2.54,2.85,1.41,-78.81,-0.17,-17.78,2.72,
MCW,Consumer Cyclical,Auto & Truck Dealerships,-24.81,-21.78,-22.69,-20.22,-23.22,-8.91,27.3,6.27,6.53,6.94,0.63,60.23,0.21,10.13,3.036,29.86
DLTH,Consumer Cyclical,Apparel Retail,-24.85,-25.94,-23.07,-41.21,-24.94,-20.78,27.28,3.84,3.75,3.99,0.3,37.5,-0.45,-9.66,19.386,
OCSL,Financial Services,Credit Services,-24.88,-24.52,-21.32,-18.63,-13.78,-2.41,27.26,16.34,16.52,18.18,1.05,-1317.05,0.88,-1999.4,4.913,18.57
FLWS,Consumer Cyclical,Specialty Retail,-24.9,-25.56,-27.95,-6.88,-7.1,2.21,27.24,8.01,8.32,9.16,0.86,-3333.71,-0.09,18.55,28.356,
TTI,Energy,Oil & Gas Equipment & Services,-24.91,-27.36,-40.19,-39.12,-1.04,-2.46,27.22,3.45,3.12,3.63,1.15,110.73,0.07,13.3,4.812,49.29
DOMO,Technology,Software—Application,-24.93,-25.41,-27.79,-38.24,-35.18,-31.94,27.2,7.4,7.44,7.62,0.88,38.84,-2.16,2.18,8.549,
NSP,Industrials,Staffing & Employment Services,-24.95,-25.74,-22.67,-26.74,-15.66,-6.39,27.16,87.55,90.03,96.7,0.93,-89.96,4.25,-45.09,172.928,20.6
ADAG,Healthcare,Biotechnology,-24.95,-20.77,1.33,14.09,36.62,28.56,27.16,2.12,2.55,2.64,0.13,,-0.73,,0.019,
CISO,Technology,Software—Infrastructure,-24.95,-34.75,-67.56,-70.56,-50.7,-68.47,27.16,0.99,0.61,0.78,0.16,6.93,-3.23,-48.22,4.66,
CGA,Basic Materials,Agricultural Inputs,-24.97,-14.49,-30.76,-30.62,-2.04,-2.62,27.12,2.04,1.86,2.34,1.29,-96.87,-2.02,35.61,7.352,
THRM,Consumer Cyclical,Auto Parts,-24.98,-24.92,-15.67,-20.3,-11.69,-21.93,27.09,42.67,47.73,50.31,1.09,46.16,2.09,6.28,45.779,20.42
SHCO,Consumer Cyclical,Lodging,-24.98,-21.89,-11.47,-19.13,-21.84,-7.24,27.09,5.07,5.5,5.43,0.57,68.25,-0.91,10.08,5.924,
ALRM,Technology,Software - Application,-25.0,-26.01,-20.66,-10.75,4.13,3.71,27.06,53.85,57.0,63.44,0.89,69.69,2.01,7.02,18.138,26.79
VAC,Consumer Cyclical,Resorts & Casinos,-25.05,-22.18,-25.57,-25.63,-16.3,-33.56,27.04,73.64,73.48,86.06,0.76,24.78,4.25,1.83,86.975,17.33
JILL,Consumer Cyclical,Apparel Retail,-25.05,-25.74,-22.75,7.23,1.15,-12.09,27.04,24.86,28.78,31.08,0.88,2.04,2.82,4.45,42.74,8.82
SNAP,Communication Services,Internet Content & Information,-25.07,-26.53,-38.08,11.51,-16.31,38.72,27.01,11.13,9.8,12.67,0.77,52.95,-0.72,3.0,3.039,
ONEW,Consumer Cyclical,Specialty Retail,-25.08,-27.83,-22.7,-17.85,-16.74,-0.55,26.99,22.21,23.09,25.06,0.89,297.31,-6.66,21.25,127.131,
TWIN,Industrials,Specialty Industrial Machinery,-25.1,-25.31,-25.14,-29.91,12.89,18.59,26.97,12.32,12.6,13.86,0.52,140.36,0.79,19.22,21.569,15.59
BWMX,Consumer Cyclical,Specialty Retail,-25.12,-22.23,-26.16,-22.06,16.56,-8.67,26.95,12.83,13.51,15.63,1.1,33.38,1.65,4.0,362.969,7.78
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-25.14,-23.56,-26.03,-43.8,-0.68,13.39,26.92,16.49,16.18,16.86,0.62,-420.54,0.14,-2.07,38.268,117.79
AMTD,Financial Services,Asset Management,-25.14,-23.74,-42.29,-42.36,-55.84,-59.66,26.92,1.47,1.33,1.57,1.44,,2.22,,2.03,0.66
CLDX,Healthcare,Biotechnology,-25.15,-26.06,12.59,-11.65,2.21,5.27,26.89,31.32,36.99,37.72,0.79,53.09,-2.75,24.05,0.148,
LZM,Basic Materials,Other Industrial Metals & Mining,-25.16,-20.57,-36.71,-19.72,-32.26,-25.84,26.87,6.51,6.42,7.4,0.98,1866.29,-5.3,-2985.3,0.013,
U,Technology,Software—Application,-25.17,-24.38,-44.75,-55.31,-33.22,3.14,26.85,21.62,18.89,19.76,0.65,93.11,-2.05,-11.11,5.341,
STAA,Healthcare,Medical Instruments & Supplies,-25.18,-16.93,-24.29,-2.17,-3.49,-49.94,26.83,31.61,34.05,40.09,1.01,109.42,0.33,22.64,6.813,95.79
DATS,Technology,Software—Application,-25.22,-29.72,-37.48,-59.18,-58.95,-43.16,26.81,1.3,1.29,1.32,2.11,150.0,-2.6,2.7,,
USPH,Healthcare,Medical Care Facilities,-25.23,-24.19,-18.21,-19.19,-8.28,-15.23,26.78,80.29,84.11,94.9,1.66,36.25,0.99,9.55,41.353,81.1
UHG,Consumer Cyclical,Residential Construction,-25.23,-21.5,-22.88,-33.88,-30.04,-17.7,26.78,5.75,5.9,6.12,0.65,12.19,2.39,9.21,8.573,2.41
MERC,Basic Materials,Paper & Paper Products,-25.24,-27.8,-40.74,-22.8,-2.12,-13.21,26.75,7.38,6.52,8.29,0.81,-3.53,-2.97,3.87,29.942,
SOTK,Technology,Scientific & Technical Instruments,-25.24,-23.08,-23.81,-29.73,-26.33,-6.79,26.75,4.05,4.05,4.28,1.7,-17.05,0.11,10.78,1.342,36.82
BORR,Energy,Oil & Gas Drilling,-25.3,-22.14,-23.41,-20.08,-27.58,-6.2,26.72,5.37,5.79,6.08,1.21,105.58,0.3,22.17,3.667,17.9
HOUS,Real Estate,Real Estate Services,-25.31,-18.29,-21.37,-53.57,-20.77,6.08,26.69,4.62,4.98,4.74,0.91,378.41,-0.44,22.79,50.849,
DINO,Energy,Oil & Gas Refining & Marketing,-25.31,-23.69,-23.42,-21.82,5.72,-4.18,26.69,45.88,46.83,52.19,0.91,-64.83,6.27,3.79,164.906,7.32
PD,Technology,Software—Application,-25.32,-25.94,-25.2,-16.85,-18.21,-24.01,26.66,18.27,18.6,20.24,0.97,91.88,-0.9,7.45,4.813,
SCYX,Healthcare,Drug Manufacturers—Specialty & Generic,-25.33,-29.67,-39.02,-24.72,-36.97,-26.91,26.64,1.53,1.54,1.8,0.84,-214.87,-0.74,-224.67,0.201,
IMTX,Healthcare,Biotechnology,-25.34,-12.74,-1.67,-8.32,-13.31,-1.86,26.62,9.34,11.38,11.44,4.57,35.16,-0.91,9.55,0.766,
COTY,Consumer Defensive,Household & Personal Products,-25.35,-26.76,-24.81,-25.3,-17.18,-6.67,26.6,9.21,9.31,10.16,1.29,-8662.92,0.09,-8.49,6.997,102.33
KFFB,Financial Services,Banks—Regional,-25.37,-23.17,-33.96,-40.41,-35.2,-36.01,26.58,3.22,3.05,3.35,0.97,157.95,-0.21,11.59,0.892,
MRAM,Technology,Semiconductors,-25.4,-32.1,-39.34,-38.92,-23.4,0.09,26.56,6.35,5.69,6.29,0.94,-1133.71,0.07,-33.19,2.75,90.71
GRVY,Communication Services,Electronic Gaming & Multimedia,-25.43,-22.94,-20.13,-2.94,-3.0,-0.71,26.53,59.78,62.03,71.01,1.06,-58.59,9.62,-12.01,79310.13,6.21
PRE,Healthcare,Diagnostics & Research,-25.43,-14.43,-16.16,-16.34,-61.48,-57.7,26.53,4.29,4.76,5.11,1.4,56.53,-3.47,9.34,1.878,
BB,Technology,Software—Infrastructure,-25.44,-29.43,-34.27,-39.76,-40.05,-31.68,26.5,2.49,2.38,2.57,1.37,132.95,-0.23,-6.13,1.083,
CX,Basic Materials,Building Materials,-25.46,-27.69,-27.82,-28.5,6.53,8.71,26.48,6.14,6.22,6.99,1.1,465.82,0.13,6.9,12.1,47.23
APA,Energy,Oil & Gas E&P,-25.46,-26.24,-30.51,-30.83,-14.58,-18.15,26.48,27.07,26.73,29.48,0.89,-24.24,9.24,17.11,27.708,2.93
SLRN,Healthcare,Biotechnology,-25.47,-31.77,-43.45,-66.62,-61.88,-56.59,26.45,5.39,4.84,5.01,0.79,5.78,-1.94,3.7,,
KOD,Healthcare,Biotechnology,-25.48,-29.23,-34.44,-40.25,-14.8,-41.59,26.43,2.84,2.61,3.15,0.98,35.13,-3.77,3.7,,
FONR,Healthcare,Diagnostics & Research,-25.55,-20.08,-14.54,-19.12,-3.51,3.14,26.41,15.2,16.81,17.03,1.9,-19.73,1.53,4.56,15.936,9.93
NC,Energy,Thermal Coal,-25.58,-23.58,-26.75,-26.9,-25.97,-3.7,26.38,27.04,27.26,29.26,1.11,270.45,-4.97,3.91,28.026,
GTN,Communication Services,Broadcasting,-25.58,-27.38,-37.41,-41.97,-32.68,-5.31,26.38,5.6,5.03,5.52,0.96,382.95,0.07,2.83,35.656,80.0
PSTX,Healthcare,Biotechnology,-25.6,-22.06,-12.71,-5.21,-0.94,-11.56,26.35,2.51,2.86,2.9,1.07,28.03,-1.18,21.14,0.93,
ALLO,Healthcare,Biotechnology,-25.61,-24.03,-30.43,-47.85,-17.65,-43.75,26.33,2.65,2.63,2.85,0.86,38.31,-1.59,-52499999999996.3,,
WNS,Technology,Information Technology Services,-25.63,-23.65,-9.6,-21.86,-36.19,-23.67,26.31,47.64,55.47,52.72,1.53,16.94,2.8,1.57,28.347,17.01
PERF,Technology,Software—Application,-25.65,-28.06,-31.22,-35.62,-41.92,-52.18,26.29,1.99,1.98,2.12,0.59,-67.05,0.06,1.45,0.518,33.17
AXL,Consumer Cyclical,Auto Parts,-25.68,-23.84,-26.07,-24.15,-16.73,-3.61,26.27,6.13,6.24,6.9,0.84,8638.65,0.01,8.09,53.34,613.0
TURN,Financial Services,Asset Management,-25.7,-23.29,-21.27,-22.2,-15.02,-15.46,26.25,3.25,3.35,3.67,1.16,,-1.72,,0.013,
PARA,Communication Services,Entertainment,-25.74,-24.27,-25.39,-22.37,-28.09,-20.78,26.23,10.35,10.58,11.26,0.66,-236.98,-8.74,-3.71,44.583,
IEP,Energy,Oil & Gas Refining & Marketing,-25.8,-28.78,-44.61,-26.02,-37.07,-50.37,26.22,14.27,13.76,15.86,0.55,-198.08,-1.11,-4.7,24.394,
DVAX,Healthcare,Drug Manufacturers—Specialty & Generic,-25.85,-21.72,-20.01,-26.62,-20.0,7.5,26.2,10.43,11.1,11.34,1.05,172.95,0.13,25.0,1.923,80.23
OPAL,Utilities,Utilities—Regulated Gas,-25.88,-35.97,-43.37,-40.14,-32.52,-29.51,26.16,4.04,3.59,4.24,1.19,32.95,0.08,0.1,10.762,50.5
MTN,Consumer Cyclical,Resorts & Casinos,-25.88,-25.58,-18.8,-31.29,-13.45,-18.06,26.16,172.8,178.63,188.99,1.27,-374.28,6.07,-168.1,76.191,28.47
LMFA,Financial Services,Credit Services,-25.88,-25.97,-28.48,-2.5,-17.96,-12.18,26.16,2.57,2.8,3.3,1.1,-84.18,-39.2,-2686.31,6.252,
KRON,Healthcare,Biotechnology,-25.89,-19.72,-18.78,-18.31,-22.11,-31.98,26.12,0.92,0.99,1.07,1.16,102.4,-1.74,31.53,0.143,
