Symbol,Name,Market Cap,Sector,Industry
SGMO,"Sangamo Therapeutics, Inc.",$802.7 M,Healthcare,Biotechnology
PLOW,"Douglas Dynamics, Inc.",$799.9 M,Consumer Discretionary,Auto Parts
BAND,Bandwidth Inc.,$799.3 M,Technology,Software—Infrastructure
CCF,Chase Corporation,$797.7 M,Basic Materials,Specialty Chemicals
PAHC,Phibro Animal Health Corporation,$795.2 M,Healthcare,Drug Manufacturers—Specialty & Generic
PLYM,"Plymouth Industrial REIT, Inc.",$793.8 M,Real Estate,REIT—Industrial
EFC,Ellington Financial Inc.,$793.5 M,Financials,Mortgage Finance
UVSP,Univest Financial Corporation,$792.6 M,Financials,Banks
NEXT,NextDecade Corporation,$791.6 M,Energy,Oil & Gas E&P
HONE,"HarborOne Bancorp, Inc.",$787.7 M,Financials,Banks
NSSC,"Napco Security Technologies, Inc.",$785.8 M,Industrials,Security & Protection Services
UFCS,"United Fire Group, Inc.",$785.5 M,Financials,Insurance—Property & Casualty
HSII,"Heidrick & Struggles International, Inc.",$785.4 M,Industrials,Staffing & Employment Services
NWLI,"National Western Life Group, Inc.",$784.7 M,Financials,Insurance—Life
FULC,"Fulcrum Therapeutics, Inc.",$782.0 M,Healthcare,Biotechnology
RUTH,"Ruth's Hospitality Group, Inc.",$781.8 M,Consumer Discretionary,Restaurants
NPTN,NeoPhotonics Corporation,$781.2 M,Technology,Semiconductors
JOUT,Johnson Outdoors Inc.,$779.5 M,Consumer Discretionary,Leisure
IMXI,"International Money Express, Inc.",$778.6 M,Technology,Information Technology Services
WNC,Wabash National Corporation,$778.1 M,Industrials,Farm & Heavy Construction Machinery
MYE,"Myers Industries, Inc.",$775.8 M,Consumer Discretionary,Packaging & Containers
FPRX,"Five Prime Therapeutics, Inc.",$774.4 M,Healthcare,Biotechnology
CBB,Cincinnati Bell Inc.,$772.4 M,Communication Services,Telecom Services
NESR,National Energy Services Reunited Corp.,$768.6 M,Energy,Oil & Gas Equipment & Services
HAFC,Hanmi Financial Corporation,$766.8 M,Financials,Banks
UTL,Unitil Corporation,$765.7 M,Utilities,Utilities—Diversified
CBTX,"CBTX, Inc.",$765.3 M,Financials,Banks
CRY,"CryoLife, Inc.",$764.2 M,Healthcare,Medical Devices
,,"(Jan. 1, 2022)",,
PETQ,"PetIQ, Inc.",$763.6 M,Healthcare,Drug Manufacturers—Specialty & Generic
REPL,"Replimune Group, Inc.",$763.4 M,Healthcare,Biotechnology
STRL,"Sterling Construction Company, Inc.",$761.8 M,Industrials,Engineering & Construction
NTGR,"NETGEAR, Inc.",$759.9 M,Technology,Communication Equipment
GDYN,"Grid Dynamics Holdings, Inc.",$758.4 M,Technology,Information Technology Services
KNL,"Knoll, Inc.",$758.2 M,Industrials,Business Equipment & Supplies
CAL,"Caleres, Inc.",$754.6 M,Consumer Discretionary,Footwear & Accessories
DHC,Diversified Healthcare Trust,$754.5 M,Real Estate,REIT—Healthcare Facilities
DGII,Digi International Inc.,$753.5 M,Technology,Communication Equipment
LIND,"Lindblad Expeditions Holdings, Inc.",$753.0 M,Consumer Discretionary,Travel Services
ACCO,ACCO Brands Corporation,$750.4 M,Industrials,Business Equipment & Supplies
ATRA,"Atara Biotherapeutics, Inc.",$749.2 M,Healthcare,Biotechnology
WW,"WW International, Inc.",$746.9 M,Consumer Discretionary,Personal Services
CTBI,"Community Trust Bancorp, Inc.",$745.7 M,Financials,Banks
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",$745.5 M,Financials,Banks
PTSI,"P.A.M. Transportation Services, Inc.",$743.7 M,Industrials,Trucking
BOMN,Boston Omaha Corporation,$741.6 M,Communication Services,Advertising Agencies
COWN,Cowen Inc.,$739.8 M,Financials,Capital Markets
USCR,"U.S. Concrete, Inc.",$738.6 M,Basic Materials,Building Materials
PLCE,"The Children's Place, Inc.",$736.9 M,Consumer Discretionary,Apparel Retail
HIFS,Hingham Institution for Savings,$736.7 M,Financials,Banks
AAN,"The Aaron's Company, Inc.",$736.1 M,Consumer Discretionary,Specialty Retail
SXC,"SunCoke Energy, Inc.",$735.2 M,Basic Materials,Coking Coal
VVI,Viad Corp.,$734.9 M,Industrials,Specialty Business Services
ECOM,ChannelAdvisor Corporation,$734.8 M,Technology,Software—Application
LASR,"nLIGHT, Inc.",$734.4 M,Technology,Semiconductors
BRG,"Bluerock Residential Growth REIT, Inc.",$733.6 M,Real Estate,REIT—Residential
TMDX,"TransMedics Group, Inc.",$730.2 M,Healthcare,Medical Devices
HLX,"Helix Energy Solutions Group, Inc.",$727.3 M,Energy,Oil & Gas Equipment & Services
SIBN,"SI-BONE, Inc.",$726.3 M,Healthcare,Medical Devices
COLL,"Collegium Pharmaceutical, Inc.",$725.2 M,Healthcare,Drug Manufacturers—Specialty & Generic
UBA,Urstadt Biddle Properties Inc.,$724.9 M,Real Estate,REIT—Retail
CLAR,Clarus Corporation,$724.2 M,Consumer Discretionary,Leisure
BLFS,"BioLife Solutions, Inc.",$723.2 M,Healthcare,Medical Instruments & Supplies
INGN,"Inogen, Inc.",$717.7 M,Healthcare,Medical Devices
ACRE,Ares Commercial Real Estate Corporation,$717.6 M,Real Estate,REIT—Mortgage
HNGR,"Hanger, Inc.",$717.6 M,Healthcare,Medical Care Facilities
FBMS,"The First Bancshares, Inc.",$714.3 M,Financials,Banks
HCCI,"Heritage-Crystal Clean, Inc",$713.9 M,Industrials,Waste Management
SP,SP Plus Corporation,$711.0 M,Industrials,Specialty Business Services
IIIN,"Insteel Industries, Inc.",$710.3 M,Industrials,Metal Fabrication
RNA,"Avidity Biosciences, Inc.",$708.0 M,Healthcare,Biotechnology
FFIC,Flushing Financial Corporation,$707.7 M,Financials,Banks
LBC,Luther Burbank Corporation,$707.3 M,Financials,Banks
ARLO,"Arlo Technologies, Inc.",$706.9 M,Industrials,Security & Protection Services
INO,"Inovio Pharmaceuticals, Inc.",$706.4 M,Healthcare,Biotechnology
CAC,Camden National Corporation,$705.5 M,Financials,Banks
TCX,Tucows Inc.,$703.9 M,Technology,Software—Infrastructure
HIBB,"Hibbett, Inc.",$701.9 M,Consumer Discretionary,Specialty Retail
FMBH,"First Mid Bancshares, Inc.",$701.5 M,Financials,Banks
ARCT,Arcturus Therapeutics Holdings Inc.,$701.4 M,Healthcare,Biotechnology
NX,Quanex Building Products Corporation,$699.7 M,Industrials,Building Products & Equipment
AMSWA,"American Software, Inc.",$696.0 M,Technology,Software—Application
NP,"Neenah, Inc.",$688.5 M,Basic Materials,Paper & Paper Products
WTRE,Watford Holdings Ltd.,$687.3 M,Financials,Insurance—Diversified
MCF,Contango Oil & Gas Company,$687.2 M,Energy,Oil & Gas E&P
OSBC,"Old Second Bancorp, Inc.",$687.2 M,Financials,Banks
HCKT,"The Hackett Group, Inc.",$686.1 M,Technology,Information Technology Services
ATRS,"Antares Pharma, Inc.",$683.6 M,Healthcare,Medical Instruments & Supplies
ANAB,"AnaptysBio, Inc.",$682.3 M,Healthcare,Biotechnology
DSKE,"Daseke, Inc.",$679.9 M,Industrials,Trucking
HTBK,Heritage Commerce Corp,$676.6 M,Financials,Banks
CLDT,Chatham Lodging Trust,$672.4 M,Real Estate,REIT—Hotel & Motel
FSP,Franklin Street Properties Corp.,$670.7 M,Real Estate,REIT—Office
USLM,"United States Lime & Minerals, Inc.",$670.4 M,Basic Materials,Building Materials
PGC,Peapack-Gladstone Financial Corporation,$666.7 M,Financials,Banks
MIRM,"Mirum Pharmaceuticals, Inc.",$663.9 M,Healthcare,Biotechnology
STOK,"Stoke Therapeutics, Inc.",$663.3 M,Healthcare,Biotechnology
TBPH,"Theravance Biopharma, Inc.",$662.7 M,Healthcare,Biotechnology
GCI,"Gannett Co., Inc.",$660.0 M,Communication Services,Publishing
CMO,Capstead Mortgage Corporation,$659.9 M,Real Estate,REIT—Mortgage
OLP,"One Liberty Properties, Inc.",$659.8 M,Real Estate,REIT—Diversified
MSBI,"Midland States Bancorp, Inc.",$654.3 M,Financials,Banks
GOSS,"Gossamer Bio, Inc.",$652.7 M,Healthcare,Biotechnology
ALXO,ALX Oncology Holdings Inc.,$652.6 M,Healthcare,Biotechnology
KNSA,"Kiniksa Pharmaceuticals, Ltd.",$650.5 M,Healthcare,Biotechnology
BSTC,BioSpecifics Technologies Corp.,$650.2 M,Healthcare,Biotechnology
LLNW,"Limelight Networks, Inc.",$648.9 M,Technology,Software—Infrastructure
TITN,Titan Machinery Inc.,$648.9 M,Industrials,Industrial Distribution
LPG,Dorian LPG Ltd.,$647.0 M,Energy,Oil & Gas Midstream
EGRX,"Eagle Pharmaceuticals, Inc.",$646.6 M,Healthcare,Drug Manufacturers—Specialty & Generic
MAXN,"Maxeon Solar Technologies, Ltd.",$646.3 M,Technology,Solar
BJRI,"BJ's Restaurants, Inc.",$645.1 M,Consumer Discretionary,Restaurants
OFIX,Orthofix Medical Inc.,$643.3 M,Healthcare,Medical Devices
CNBKA,"Century Bancorp, Inc.",$642.1 M,Financials,Banks
ETM,Entercom Communications Corp.,$641.6 M,Communication Services,Broadcasting
FC,Franklin Covey Co.,$641.3 M,Industrials,Consulting Services
CVGW,"Calavo Growers, Inc.",$639.8 M,Consumer Staples,Packaged Foods
TPB,"Turning Point Brands, Inc.",$639.4 M,Consumer Staples,Tobacco
VALU,"Value Line, Inc.",$638.7 M,Financials,Financial Data & Stock Exchanges
OPRX,OptimizeRx Corporation,$636.2 M,Healthcare,Health Information Services
QNST,"QuinStreet, Inc.",$635.2 M,Communication Services,Advertising Agencies
VNDA,Vanda Pharmaceuticals Inc.,$635.0 M,Healthcare,Biotechnology
GRIF,"INDUS Realty Trust, Inc.",$632.4 M,Real Estate,Real Estate—Development
MITK,"Mitek Systems, Inc.",$631.8 M,Technology,Software—Application
ATNI,"ATN International, Inc.",$631.3 M,Communication Services,Telecom Services
PZN,"Pzena Investment Management, Inc",$630.7 M,Financials,Asset Management
HSTM,"HealthStream, Inc.",$630.0 M,Healthcare,Health Information Services
FI,Frank's International N.V.,$629.2 M,Energy,Oil & Gas Equipment & Services
TRST,TrustCo Bank Corp NY,$628.9 M,Financials,Banks
PEBO,Peoples Bancorp Inc.,$628.1 M,Financials,Banks
RAPT,"RAPT Therapeutics, Inc.",$626.7 M,Healthcare,Biotechnology
REAL,"The RealReal, Inc.",$626.4 M,Consumer Discretionary,Specialty Retail
AVD,American Vanguard Corporation,$625.9 M,Basic Materials,Agricultural Inputs
SRDX,"Surmodics, Inc.",$625.8 M,Healthcare,Medical Devices
AGX,"Argan, Inc.",$624.6 M,Industrials,Engineering & Construction
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",$622.0 M,Financials,Banks
AMRX,"Amneal Pharmaceuticals, Inc.",$621.4 M,Healthcare,Drug Manufacturers—Specialty & Generic
GPMT,Granite Point Mortgage Trust Inc.,$621.1 M,Real Estate,REIT—Mortgage
CRAI,"CRA International, Inc.",$619.6 M,Industrials,Consulting Services
MCBS,"MetroCity Bankshares, Inc.",$616.6 M,Financials,Banks
TH,Target Hospitality Corp.,$615.7 M,Energy,Oil & Gas Equipment & Services
VRAY,"ViewRay, Inc.",$614.7 M,Healthcare,Medical Devices
CMBM,Cambium Networks Corporation,$614.5 M,Technology,Communication Equipment
DCO,Ducommun Incorporated,$613.8 M,Industrials,Aerospace & Defense
SRNE,"Sorrento Therapeutics, Inc.",$612.6 M,Healthcare,Biotechnology
MGTX,MeiraGTx Holdings plc,$612.1 M,Healthcare,Biotechnology
MCRB,"Seres Therapeutics, Inc.",$611.0 M,Healthcare,Biotechnology
ARR,"ARMOUR Residential REIT, Inc.",$610.8 M,Real Estate,REIT—Mortgage
CHS,"Chico's FAS, Inc.",$608.8 M,Consumer Discretionary,Apparel Retail
REX,REX American Resources Corporation,$607.3 M,Energy,Oil & Gas Refining & Marketing
ALTA,Altabancorp,$605.7 M,Financials,Banks
TSC,"TriState Capital Holdings, Inc.",$604.5 M,Financials,Banks
EOLS,"Evolus, Inc.",$602.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
TRNS,"Transcat, Inc.",$601.8 M,Industrials,Industrial Distribution
QUOT,Quotient Technology Inc.,$601.1 M,Communication Services,Advertising Agencies
NRIX,"Nurix Therapeutics, Inc.",$600.4 M,Healthcare,Biotechnology
KOP,Koppers Holdings Inc.,$600.1 M,Basic Materials,Specialty Chemicals
DHIL,"Diamond Hill Investment Group, Inc.",$599.0 M,Financials,Asset Management
ACBI,"Atlantic Capital Bancshares, Inc.",$596.0 M,Financials,Banks
GBL,"GAMCO Investors, Inc.",$595.5 M,Financials,Capital Markets
ETH,Ethan Allen Interiors Inc.,$592.5 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
CATC,Cambridge Bancorp,$592.4 M,Financials,Banks
THFF,First Financial Corporation,$591.3 M,Financials,Banks
BBSI,"Barrett Business Services, Inc.",$591.2 M,Industrials,Staffing & Employment Services
CCB,Coastal Financial Corporation,$587.7 M,Financials,Banks
VSEC,VSE Corporation,$586.5 M,Industrials,Aerospace & Defense
WKHS,Workhorse Group Inc.,$585.9 M,Consumer Discretionary,Auto Manufacturers
ORBC,ORBCOMM Inc.,$584.3 M,Communication Services,Telecom Services
CARA,"Cara Therapeutics, Inc.",$583.0 M,Healthcare,Biotechnology
MBWM,Mercantile Bank Corporation,$582.4 M,Financials,Banks
RBNC,"Reliant Bancorp, Inc.",$581.2 M,Financials,Banks
HCI,"HCI Group, Inc.",$580.9 M,Financials,Insurance—Property & Casualty
BOOM,DMC Global Inc.,$579.2 M,Energy,Oil & Gas Equipment & Services
NPK,"National Presto Industries, Inc.",$568.1 M,Industrials,Aerospace & Defense
WSR,Whitestone REIT,$567.3 M,Real Estate,REIT—Retail
VERI,"Veritone, Inc.",$566.2 M,Technology,Software—Infrastructure
AEGN,Aegion Corporation,$565.3 M,Industrials,Engineering & Construction
SRI,"Stoneridge, Inc.",$563.8 M,Consumer Discretionary,Auto Parts
SB,"Safe Bulkers, Inc.",$563.6 M,Industrials,Marine Shipping
BFC,Bank First Corporation,$562.9 M,Financials,Banks
VXRT,"Vaxart, Inc.",$562.8 M,Healthcare,Biotechnology
PROS,"ProSight Global, Inc.",$561.3 M,Financials,Insurance—Specialty
AMAL,Amalgamated Bank,$561.2 M,Financials,Banks
ALBO,"Albireo Pharma, Inc.",$560.5 M,Healthcare,Biotechnology
BXG,Bluegreen Vacations Corporation,$560.3 M,Consumer Discretionary,Resorts & Casinos
GLT,Glatfelter Corporation,$560.3 M,Basic Materials,Paper & Paper Products
OSPN,OneSpan Inc.,$559.8 M,Technology,Software—Application
RGP,"Resources Connection, Inc.",$559.0 M,Industrials,Consulting Services
RICK,"RCI Hospitality Holdings, Inc.",$556.8 M,Consumer Discretionary,Restaurants
LE,"Lands' End, Inc.",$554.3 M,Consumer Discretionary,Specialty Retail
RYTM,"Rhythm Pharmaceuticals, Inc.",$553.7 M,Healthcare,Biotechnology
LQDT,"Liquidity Services, Inc.",$553.6 M,Consumer Discretionary,Internet Retail
MCS,The Marcus Corporation,$553.4 M,Communication Services,Entertainment
YORW,The York Water Company,$552.2 M,Utilities,Utilities—Regulated Water
TPC,Tutor Perini Corporation,$551.2 M,Industrials,Engineering & Construction
OPY,Oppenheimer Holdings Inc.,$550.8 M,Financials,Capital Markets
HY,"Hyster-Yale Materials Handling, Inc.",$550.5 M,Industrials,Farm & Heavy Construction Machinery
EVC,Entravision Communications Corporation,$548.3 M,Communication Services,Broadcasting
FRPH,"FRP Holdings, Inc.",$547.7 M,Real Estate,Real Estate Services
WTI,"W&T Offshore, Inc.",$544.9 M,Energy,Oil & Gas E&P
CURO,CURO Group Holdings Corp.,$543.5 M,Financials,Credit Services
CRMT,"America's Car-Mart, Inc.",$543.0 M,Consumer Discretionary,Auto & Truck Dealerships
THR,"Thermon Group Holdings, Inc.",$542.5 M,Industrials,Specialty Industrial Machinery
HRTX,"Heron Therapeutics, Inc.",$540.1 M,Healthcare,Biotechnology
CASS,"Cass Information Systems, Inc.",$539.2 M,Industrials,Specialty Business Services
LEGH,Legacy Housing Corporation,$538.9 M,Consumer Discretionary,Residential Construction
CHUY,"Chuy's Holdings, Inc.",$537.9 M,Consumer Discretionary,Restaurants
SIGA,"SIGA Technologies, Inc.",$537.5 M,Healthcare,Biotechnology
MOFG,"MidWestOne Financial Group, Inc.",$536.4 M,Financials,Banks
ULH,"Universal Logistics Holdings, Inc.",$535.8 M,Industrials,Trucking
IRMD,IRadimed Corporation,$534.7 M,Healthcare,Medical Devices
LDL,"Lydall, Inc.",$533.8 M,Industrials,Specialty Industrial Machinery
TPCO,Tribune Publishing Company,$533.7 M,Communication Services,Publishing
IVR,Invesco Mortgage Capital Inc.,$533.3 M,Real Estate,REIT—Mortgage
DSPG,"DSP Group, Inc.",$532.7 M,Technology,Semiconductors
PAND,"Pandion Therapeutics, Inc.",$531.4 M,Healthcare,Biotechnology
CIR,"CIRCOR International, Inc.",$530.4 M,Industrials,Specialty Industrial Machinery
ONEW,OneWater Marine Inc.,$530.0 M,Consumer Discretionary,Recreational Vehicles
SRG,Seritage Growth Properties,$528.8 M,Real Estate,REIT—Retail
DXPE,"DXP Enterprises, Inc.",$528.4 M,Industrials,Industrial Distribution
GRWG,GrowGeneration Corp.,$527.4 M,Consumer Discretionary,Home Improvement Retail
KRUS,"Kura Sushi USA, Inc.",$525.0 M,Consumer Discretionary,Restaurants
GRPN,"Groupon, Inc.",$524.5 M,Communication Services,Internet Content & Information
DCPH,"Deciphera Pharmaceuticals, Inc.",$524.0 M,Healthcare,Biotechnology
SOI,"Solaris Oilfield Infrastructure, Inc.",$522.5 M,Energy,Oil & Gas Equipment & Services
DBD,"Diebold Nixdorf, Incorporated",$521.9 M,Technology,Software—Application
IMVT,"Immunovant, Inc.",$521.1 M,Healthcare,Biotechnology
SWBI,"Smith & Wesson Brands, Inc.",$520.7 M,Industrials,Aerospace & Defense
RM,Regional Management Corp.,$520.0 M,Financials,Credit Services
HVT,"Haverty Furniture Companies, Inc.",$519.8 M,Consumer Discretionary,Home Improvement Retail
INSW,"International Seaways, Inc.",$519.6 M,Industrials,Marine Shipping
UPLD,"Upland Software, Inc.",$519.5 M,Technology,Software—Application
TPIC,"TPI Composites, Inc.",$519.2 M,Industrials,Specialty Industrial Machinery
MTW,"The Manitowoc Company, Inc.",$519.0 M,Industrials,Farm & Heavy Construction Machinery
HAYN,"Haynes International, Inc.",$514.7 M,Industrials,Metal Fabrication
KPTI,Karyopharm Therapeutics Inc.,$514.3 M,Healthcare,Biotechnology
WIFI,"Boingo Wireless, Inc.",$513.9 M,Communication Services,Telecom Services
AGEN,Agenus Inc.,$513.3 M,Healthcare,Biotechnology
PNTG,"The Pennant Group, Inc.",$511.3 M,Healthcare,Medical Care Facilities
XONE,The ExOne Company,$511.0 M,Industrials,Specialty Industrial Machinery
DX,"Dynex Capital, Inc.",$509.4 M,Real Estate,REIT—Mortgage
UFPT,"UFP Technologies, Inc.",$509.1 M,Consumer Discretionary,Packaging & Containers
BFST,"Business First Bancshares, Inc.",$507.3 M,Financials,Banks
RMR,The RMR Group Inc.,$506.3 M,Real Estate,Real Estate Services
PETS,"PetMed Express, Inc.",$506.0 M,Healthcare,Pharmaceutical Retailers
RMNI,"Rimini Street, Inc.",$505.4 M,Technology,Software—Application
KODK,Eastman Kodak Company,$505.4 M,Industrials,Specialty Business Services
ENDP,Endo International plc,$505.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
HBT,"HBT Financial, Inc.",$504.6 M,Financials,Banks
KE,"Kimball Electronics, Inc.",$503.5 M,Industrials,Electrical Equipment & Parts
AROW,Arrow Financial Corporation,$502.3 M,Financials,Banks
MVBF,MVB Financial Corp.,$502.1 M,Financials,Banks
MGNX,"MacroGenics, Inc.",$501.1 M,Healthcare,Biotechnology
BLBD,Blue Bird Corporation,$500.9 M,Consumer Discretionary,Auto Manufacturers
BZH,"Beazer Homes USA, Inc.",$500.3 M,Consumer Discretionary,Residential Construction
YMAB,"Y-mAbs Therapeutics, Inc.",$496.7 M,Healthcare,Biotechnology
RIGL,"Rigel Pharmaceuticals, Inc.",$495.3 M,Healthcare,Biotechnology
JYNT,The Joint Corp.,$495.3 M,Healthcare,Medical Care Facilities
HTBI,"HomeTrust Bancshares, Inc.",$495.0 M,Financials,Banks
ICPT,"Intercept Pharmaceuticals, Inc.",$494.0 M,Healthcare,Biotechnology
CPSI,"Computer Programs and Systems, Inc.",$493.1 M,Healthcare,Health Information Services
WSBF,"Waterstone Financial, Inc.",$491.6 M,Financials,Banks
FMNB,Farmers National Banc Corp.,$490.4 M,Financials,Banks
BTAI,"BioXcel Therapeutics, Inc.",$490.4 M,Healthcare,Biotechnology
EBF,"Ennis, Inc.",$489.6 M,Industrials,Business Equipment & Supplies
AFMD,Affimed N.V.,$488.8 M,Healthcare,Biotechnology
AKRO,"Akero Therapeutics, Inc.",$486.5 M,Healthcare,Biotechnology
FISI,"Financial Institutions, Inc.",$486.3 M,Financials,Banks
RAD,Rite Aid Corporation,$485.7 M,Healthcare,Pharmaceutical Retailers
FOSL,"Fossil Group, Inc.",$485.1 M,Consumer Discretionary,Luxury Goods
LXFR,Luxfer Holdings PLC,$483.8 M,Industrials,Specialty Industrial Machinery
FCBC,"First Community Bankshares, Inc.",$483.3 M,Financials,Banks
ZIXI,Zix Corporation,$483.3 M,Technology,Software—Infrastructure
BDGE,"Bridge Bancorp, Inc.",$482.7 M,Financials,Banks
EBTC,"Enterprise Bancorp, Inc.",$482.2 M,Financials,Banks
VITL,"Vital Farms, Inc.",$481.6 M,Consumer Staples,Farm Products
FMAO,"Farmers & Merchants Bancorp, Inc.",$480.8 M,Financials,Banks
IBCP,Independent Bank Corporation,$480.7 M,Financials,Banks
SPFI,"South Plains Financial, Inc.",$480.4 M,Financials,Banks
OSUR,"OraSure Technologies, Inc.",$480.0 M,Healthcare,Medical Instruments & Supplies
AMBC,"Ambac Financial Group, Inc.",$478.4 M,Financials,Insurance—Specialty
TRC,Tejon Ranch Co.,$477.7 M,Industrials,Conglomerates
BMRC,Bank of Marin Bancorp,$473.9 M,Financials,Banks
SENEA,Seneca Foods Corporation,$473.3 M,Consumer Staples,Packaged Foods
MOD,Modine Manufacturing Company,$472.3 M,Consumer Discretionary,Auto Parts
RUBY,"Rubius Therapeutics, Inc.",$471.1 M,Healthcare,Biotechnology
CNSL,"Consolidated Communications Holdings, Inc.",$470.3 M,Communication Services,Telecom Services
MCFT,"MasterCraft Boat Holdings, Inc.",$470.2 M,Consumer Discretionary,Recreational Vehicles
CSTR,"Capstar Financial Holdings, Inc.",$469.8 M,Financials,Banks
SPWH,"Sportsman's Warehouse Holdings, Inc.",$469.7 M,Consumer Discretionary,Leisure
BH.A,Biglari Holdings Inc.,$469.0 M,Consumer Discretionary,Restaurants
BH,Biglari Holdings Inc.,$469.0 M,Consumer Discretionary,Restaurants
ALRS,Alerus Financial Corporation,$468.3 M,Financials,Banks
RBB,RBB Bancorp,$467.3 M,Financials,Banks
CLW,Clearwater Paper Corporation,$465.4 M,Basic Materials,Paper & Paper Products
EQBK,"Equity Bancshares, Inc.",$464.6 M,Financials,Banks
FLIC,The First of Long Island Corporation,$463.2 M,Financials,Banks
BRT,BRT Apartments Corp.,$462.9 M,Real Estate,REIT—Residential
ARTNA,Artesian Resources Corporation,$462.1 M,Utilities,Utilities—Regulated Water
FLXN,"Flexion Therapeutics, Inc.",$461.0 M,Healthcare,Drug Manufacturers—Specialty & Generic
BWB,"Bridgewater Bancshares, Inc.",$460.1 M,Financials,Banks
STXB,"Spirit of Texas Bancshares, Inc.",$458.3 M,Financials,Banks
TACO,"Del Taco Restaurants, Inc.",$458.0 M,Consumer Discretionary,Restaurants
WTBA,"West Bancorporation, Inc.",$455.1 M,Financials,Banks
CARE,"Carter Bankshares, Inc.",$455.0 M,Financials,Banks
CONN,"Conn's, Inc.",$454.8 M,Consumer Discretionary,Specialty Retail
DMRC,Digimarc Corporation,$454.8 M,Technology,Information Technology Services
EVER,"EverQuote, Inc.",$453.5 M,Communication Services,Internet Content & Information
FMTX,"Forma Therapeutics Holdings, Inc.",$452.7 M,Healthcare,Biotechnology
VEC,"Vectrus, Inc.",$451.7 M,Industrials,Aerospace & Defense
RBBN,Ribbon Communications Inc.,$449.3 M,Communication Services,Telecom Services
SMBC,"Southern Missouri Bancorp, Inc.",$448.9 M,Financials,Banks
CCNE,CNB Financial Corporation,$447.7 M,Financials,Banks
SOLY,"Soliton, Inc.",$444.9 M,Healthcare,Medical Devices
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",$444.8 M,Consumer Staples,Grocery Stores
VPG,"Vishay Precision Group, Inc.",$441.8 M,Technology,Scientific & Technical Instruments
CRD.A,Crawford & Company,$440.6 M,Financials,Insurance Brokers
CCBG,"Capital City Bank Group, Inc.",$440.6 M,Financials,Banks
REV,"Revlon, Inc.",$440.2 M,Consumer Staples,Household & Personal Products
SNR,New Senior Investment Group Inc.,$440.0 M,Real Estate,REIT—Residential
SRRK,Scholar Rock Holding Corporation,$438.6 M,Healthcare,Biotechnology
GERN,Geron Corporation,$437.8 M,Healthcare,Biotechnology
OIS,"Oil States International, Inc.",$435.9 M,Energy,Oil & Gas Equipment & Services
PRVB,"Provention Bio, Inc.",$434.7 M,Healthcare,Biotechnology
ALVR,"AlloVir, Inc.",$433.0 M,Healthcare,Biotechnology
RLMD,"Relmada Therapeutics, Inc.",$432.4 M,Healthcare,Drug Manufacturers—Specialty & Generic
SLQT,"SelectQuote, Inc.",$432.3 M,Financials,Insurance Brokers
ALTG,Alta Equipment Group Inc.,$431.9 M,Industrials,Rental & Leasing Services
GNTY,"Guaranty Bancshares, Inc.",$431.6 M,Financials,Banks
AMOT,Allied Motion Technologies Inc.,$430.1 M,Technology,Electronic Components
INBK,First Internet Bancorp,$429.7 M,Financials,Banks
SMBK,"SmartFinancial, Inc.",$428.1 M,Financials,Banks
FPI,Farmland Partners Inc.,$427.5 M,Real Estate,REIT—Specialty
MPB,"Mid Penn Bancorp, Inc.",$426.2 M,Financials,Banks
LL,"Lumber Liquidators Holdings, Inc.",$425.4 M,Consumer Discretionary,Home Improvement Retail
DJCO,Daily Journal Corporation,$424.8 M,Communication Services,Publishing
BHB,Bar Harbor Bankshares,$424.8 M,Financials,Banks
TIPT,Tiptree Inc.,$424.7 M,Financials,Insurance—Specialty
SCVL,"Shoe Carnival, Inc.",$424.6 M,Consumer Discretionary,Apparel Retail
UVE,"Universal Insurance Holdings, Inc.",$424.3 M,Financials,Insurance—Property & Casualty
UEIC,Universal Electronics Inc.,$422.4 M,Technology,Consumer Electronics
FF,FutureFuel Corp.,$421.5 M,Basic Materials,Chemicals
RYAM,Rayonier Advanced Materials Inc.,$418.6 M,Basic Materials,Chemicals
AMNB,American National Bankshares Inc.,$418.2 M,Financials,Banks
CMTL,Comtech Telecommunications Corp.,$417.6 M,Technology,Communication Equipment
PVAC,Penn Virginia Corporation,$417.0 M,Energy,Oil & Gas E&P
LOCO,"El Pollo Loco Holdings, Inc.",$416.6 M,Consumer Discretionary,Restaurants
BNFT,"Benefitfocus, Inc.",$416.5 M,Technology,Software—Application
AERI,"Aerie Pharmaceuticals, Inc.",$416.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
PHAT,"Phathom Pharmaceuticals, Inc.",$414.1 M,Healthcare,Biotechnology
DGICA,Donegal Group Inc.,$413.5 M,Financials,Insurance—Property & Casualty
VBIV,VBI Vaccines Inc.,$411.7 M,Healthcare,Biotechnology
TG,Tredegar Corporation,$410.6 M,Basic Materials,Specialty Chemicals
CIO,"City Office REIT, Inc.",$408.8 M,Real Estate,REIT—Office
TCS,"The Container Store Group, Inc.",$408.0 M,Consumer Discretionary,Specialty Retail
